City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
246,diego de almagro,-26.3667,-70.05,16.05000000000001,69,0,0.69,CL,2022-11-29 03:35:21
247,yetkul,54.8221,61.588,-23.139999999999986,93,12,2.22,RU,2022-11-29 03:35:21
248,sabzevar,36.2126,57.6819,3.6000000000000227,75,0,4.12,IR,2022-11-29 03:35:22
249,saint-philippe,-21.3585,55.7679,25.77000000000004,79,86,3.36,RE,2022-11-29 03:35:22
250,la grande,45.3246,-118.0877,-4.409999999999968,97,57,0.76,US,2022-11-29 03:32:51
251,kudahuvadhoo,2.6708,72.8944,26.879999999999995,69,79,2.13,MV,2022-11-29 03:34:05
252,ulaanbaatar,47.9077,106.8832,-26.92999999999998,58,0,2.0,MN,2022-11-29 03:35:23
253,brae,60.3964,-1.353,8.140000000000043,87,11,3.2,GB,2022-11-29 03:33:30
254,mar del plata,-38.0023,-57.5575,20.610000000000014,97,0,7.15,AR,2022-11-29 03:35:24
255,komsomolskiy,40.4272,71.7189,7.400000000000034,81,75,3.09,UZ,2022-11-29 03:32:04
256,delano,35.7688,-119.247,11.25,53,0,0.0,US,2022-11-29 03:31:45
257,ust-nera,64.5667,143.2,-23.589999999999975,97,100,2.32,RU,2022-11-29 03:33:54
258,karratha,-20.7377,116.8463,34.05000000000001,37,3,8.26,AU,2022-11-29 03:33:19
259,maldonado,-34.6667,-54.9167,20.129999999999995,94,0,5.74,UY,2022-11-29 03:35:25
260,pisco,-13.7,-76.2167,20.03000000000003,77,75,2.57,PE,2022-11-29 03:35:25
261,rio grande city,26.3798,-98.8203,21.730000000000018,89,50,4.19,US,2022-11-29 03:35:25
262,te anau,-45.4167,167.7167,12.090000000000032,94,100,1.87,NZ,2022-11-29 03:35:26
263,sao filipe,14.8961,-24.4956,23.80000000000001,63,19,4.41,CV,2022-11-29 03:32:50
264,auki,-8.7676,160.7034,26.660000000000025,82,100,1.63,SB,2022-11-29 03:35:26
265,scottsbluff,41.8666,-103.6672,-2.339999999999975,83,100,7.2,US,2022-11-29 03:30:48
266,launceston,-41.45,147.1667,19.78000000000003,39,40,6.69,AU,2022-11-29 03:35:27
267,olafsvik,64.8945,-23.7142,4.220000000000027,71,100,7.75,IS,2022-11-29 03:35:27
268,ust-kulom,61.6864,53.6902,-8.489999999999952,95,100,2.25,RU,2022-11-29 03:35:28
269,keffi,8.8486,7.8736,21.640000000000043,49,18,1.36,NG,2022-11-29 03:35:28
270,cooma,-36.2333,149.1333,20.920000000000016,27,11,3.07,AU,2022-11-29 03:35:28
271,sangar,63.9242,127.4739,-36.44999999999999,99,100,1.46,RU,2022-11-29 03:35:29
272,fairbanks,64.8378,-147.7164,-21.809999999999974,74,0,3.6,US,2022-11-29 03:32:09
273,port augusta,-32.5,137.7667,23.370000000000005,34,0,7.49,AU,2022-11-29 03:35:29
274,bodrum,37.0383,27.4292,13.710000000000036,81,95,2.82,TR,2022-11-29 03:35:30
